"VARIANT_AR_ID"|"VARIANT_NO"|"ATTRIBUTE_VALUE_TX"|"ATTRIBUTE_UOM_CD"|"STRUCTUREGROUPNAME"|"MFR_PART_NO"|"DATASHEET_URL"
13588598|"23309321"|"400|200"|"Vdc|VDC|VAC"|"Capacitor Film"|"B32562J6224K"|http://www.epcos.com/inf/20/20/db/fc_2009/MKT_B32560_564.pdf
13588600|"23309446"|"250|160"|"Vdc|VDC|VAC"|"Capacitor Film"|"B32562J3334K"|http://www.epcos.com/inf/20/20/db/fc_05/MKT_B32560_64.pdf
